,account_name,datetime,transaction_id,provider_name,client_name,currency,credit,debit,commission,description
14,Best Company_EUR,2023-01-06 19:42:00,15_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,4200.0,58.800000000000004,"INVOICE: deposit, Super Trader to EUR"
15,Best Company_EUR,2023-01-07 07:10:00,16_Best Company_EUR,Gold Fix,Mega Trade,EUR,4200.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
16,Best Company_EUR,2023-01-07 07:12:00,17_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,4200.0,58.800000000000004,"INVOICE: deposit, Mega Trade to EUR"
17,Best Company_EUR,2023-01-09 07:00:00,18_Best Company_EUR,Gold Fix,Proxima LTD,EUR,3000.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
18,Best Company_EUR,2023-01-09 07:02:00,19_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,3000.0,42.0,"INVOICE: deposit, Proxima LTD to EUR"
19,Best Company_EUR,2023-01-10 03:09:00,20_Best Company_EUR,Gold Fix,Super Trader,EUR,7200.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
20,Best Company_EUR,2023-01-10 03:11:00,21_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,7200.0,100.8,"INVOICE: deposit, Super Trader to EUR"
21,Best Company_EUR,2023-01-10 16:21:00,22_Best Company_EUR,Gold Fix,Proxima LTD,EUR,5400.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
22,Best Company_EUR,2023-01-10 16:23:00,23_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,5400.0,75.60000000000001,"INVOICE: deposit, Proxima LTD to EUR"
23,Best Company_EUR,2023-01-12 12:59:00,24_Best Company_EUR,Gold Fix,Mega Trade,EUR,4200.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
24,Best Company_EUR,2023-01-12 13:01:00,25_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,4200.0,58.800000000000004,"INVOICE: deposit, Mega Trade to EUR"
25,Best Company_EUR,2023-01-12 13:13:00,26_Best Company_EUR,Gold Fix,Proxima LTD,EUR,7000.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
26,Best Company_EUR,2023-01-12 13:15:00,27_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,7000.0,98.0,"INVOICE: deposit, Proxima LTD to EUR"
27,Best Company_EUR,2023-01-14 02:48:00,28_Best Company_EUR,Gold Fix,Mega Trade,EUR,4800.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
28,Best Company_EUR,2023-01-14 02:50:00,29_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,4800.0,67.2,"INVOICE: deposit, Mega Trade to EUR"
29,Best Company_EUR,2023-01-15 01:55:00,30_Best Company_EUR,Gold Fix,Proxima LTD,EUR,6000.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
30,Best Company_EUR,2023-01-15 01:57:00,31_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,6000.0,84.0,"INVOICE: deposit, Proxima LTD to EUR"
31,Best Company_EUR,2023-01-16 18:02:00,32_Best Company_EUR,Gold Fix,Mega Trade,EUR,6400.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
32,Best Company_EUR,2023-01-16 18:04:00,33_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,6400.0,89.60000000000001,"INVOICE: deposit, Mega Trade to EUR"
33,Best Company_EUR,2023-01-18 19:33:00,34_Best Company_EUR,Gold Fix,Proxima LTD,EUR,4000.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
34,Best Company_EUR,2023-01-18 19:35:00,35_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,4000.0,56.0,"INVOICE: deposit, Proxima LTD to EUR"
35,Best Company_EUR,2023-01-21 00:51:00,36_Best Company_EUR,Gold Fix,Mega Trade,EUR,3000.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
36,Best Company_EUR,2023-01-21 00:53:00,37_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,3000.0,42.0,"INVOICE: deposit, Mega Trade to EUR"
37,Best Company_EUR,2023-01-21 04:08:00,38_Best Company_EUR,Gold Fix,Proxima LTD,EUR,4800.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
38,Best Company_EUR,2023-01-21 04:10:00,39_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,4800.0,67.2,"INVOICE: deposit, Proxima LTD to EUR"
39,Best Company_EUR,2023-01-21 21:58:00,40_Best Company_EUR,Gold Fix,Super Trader,EUR,4200.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
40,Best Company_EUR,2023-01-21 22:00:00,41_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,4200.0,58.800000000000004,"INVOICE: deposit, Super Trader to EUR"
41,Best Company_EUR,2023-01-22 17:37:00,42_Best Company_EUR,Gold Fix,Proxima LTD,EUR,7000.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
42,Best Company_EUR,2023-01-22 17:39:00,43_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,7000.0,98.0,"INVOICE: deposit, Proxima LTD to EUR"
43,Best Company_EUR,2023-01-23 07:06:00,44_Best Company_EUR,Gold Fix,Mega Trade,EUR,7200.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
44,Best Company_EUR,2023-01-23 07:08:00,45_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,7200.0,100.8,"INVOICE: deposit, Mega Trade to EUR"
45,Best Company_EUR,2023-01-25 11:46:00,46_Best Company_EUR,Gold Fix,Super Trader,EUR,5600.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
46,Best Company_EUR,2023-01-25 11:48:00,47_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,5600.0,78.4,"INVOICE: deposit, Super Trader to EUR"
47,Best Company_EUR,2023-01-25 17:51:00,48_Best Company_EUR,Gold Fix,Mega Trade,EUR,4200.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
48,Best Company_EUR,2023-01-25 17:53:00,49_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,4200.0,58.800000000000004,"INVOICE: deposit, Mega Trade to EUR"
49,Best Company_EUR,2023-01-26 22:00:00,50_Best Company_EUR,Gold Fix,Proxima LTD,EUR,8000.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
50,Best Company_EUR,2023-01-26 22:02:00,51_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,8000.0,112.0,"INVOICE: deposit, Proxima LTD to EUR"
51,Best Company_EUR,2023-01-28 18:24:00,52_Best Company_EUR,Gold Fix,Mega Trade,EUR,5600.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
52,Best Company_EUR,2023-01-28 18:26:00,53_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,5600.0,78.4,"INVOICE: deposit, Mega Trade to EUR"
53,Best Company_EUR,2023-01-29 13:46:00,54_Best Company_EUR,Gold Fix,Super Trader,EUR,8000.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
54,Best Company_EUR,2023-01-29 13:48:00,55_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,8000.0,112.0,"INVOICE: deposit, Super Trader to EUR"
55,Best Company_EUR,2023-01-30 19:02:00,56_Best Company_EUR,Gold Fix,Mega Trade,EUR,6400.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
56,Best Company_EUR,2023-01-30 19:04:00,57_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,6400.0,89.60000000000001,"INVOICE: deposit, Mega Trade to EUR"
57,Best Company_EUR,2023-02-04 04:20:00,58_Best Company_EUR,Gold Fix,Mega Trade,EUR,4800.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
58,Best Company_EUR,2023-02-04 04:22:00,59_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,4800.0,67.2,"INVOICE: deposit, Mega Trade to EUR"
59,Best Company_EUR,2023-02-05 09:02:00,60_Best Company_EUR,Gold Fix,Proxima LTD,EUR,5400.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
60,Best Company_EUR,2023-02-05 09:04:00,61_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,5400.0,75.60000000000001,"INVOICE: deposit, Proxima LTD to EUR"
61,Best Company_EUR,2023-02-08 20:41:00,62_Best Company_EUR,Gold Fix,Mega Trade,EUR,4200.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
62,Best Company_EUR,2023-02-08 20:43:00,63_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,4200.0,58.800000000000004,"INVOICE: deposit, Mega Trade to EUR"
63,Best Company_EUR,2023-02-09 05:37:00,64_Best Company_EUR,Gold Fix,Super Trader,EUR,4800.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
64,Best Company_EUR,2023-02-09 05:39:00,65_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,4800.0,67.2,"INVOICE: deposit, Super Trader to EUR"
65,Best Company_EUR,2023-02-10 11:41:00,66_Best Company_EUR,Gold Fix,Super Trader,EUR,5400.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
66,Best Company_EUR,2023-02-10 11:43:00,67_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,5400.0,75.60000000000001,"INVOICE: deposit, Super Trader to EUR"
67,Best Company_EUR,2023-02-11 11:56:00,68_Best Company_EUR,Gold Fix,Proxima LTD,EUR,8000.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
68,Best Company_EUR,2023-02-11 11:58:00,69_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,8000.0,112.0,"INVOICE: deposit, Proxima LTD to EUR"
69,Best Company_EUR,2023-02-11 20:53:00,70_Best Company_EUR,Gold Fix,Mega Trade,EUR,7000.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
70,Best Company_EUR,2023-02-11 20:55:00,71_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,7000.0,98.0,"INVOICE: deposit, Mega Trade to EUR"
71,Best Company_EUR,2023-02-13 02:50:00,72_Best Company_EUR,Gold Fix,Mega Trade,EUR,7000.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
72,Best Company_EUR,2023-02-13 02:52:00,73_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,7000.0,98.0,"INVOICE: deposit, Mega Trade to EUR"
73,Best Company_EUR,2023-02-13 09:56:00,74_Best Company_EUR,Gold Fix,Proxima LTD,EUR,5600.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
74,Best Company_EUR,2023-02-13 09:58:00,75_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,5600.0,78.4,"INVOICE: deposit, Proxima LTD to EUR"
75,Best Company_EUR,2023-02-13 23:19:00,76_Best Company_EUR,Gold Fix,Super Trader,EUR,4200.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
76,Best Company_EUR,2023-02-13 23:21:00,77_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,4200.0,58.800000000000004,"INVOICE: deposit, Super Trader to EUR"
77,Best Company_EUR,2023-02-16 18:06:00,78_Best Company_EUR,Gold Fix,Mega Trade,EUR,6000.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
78,Best Company_EUR,2023-02-16 18:08:00,79_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,6000.0,84.0,"INVOICE: deposit, Mega Trade to EUR"
79,Best Company_EUR,2023-02-17 03:04:00,80_Best Company_EUR,Gold Fix,Super Trader,EUR,4900.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
80,Best Company_EUR,2023-02-17 03:06:00,81_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,4900.0,68.60000000000001,"INVOICE: deposit, Super Trader to EUR"
81,Best Company_EUR,2023-02-18 19:41:00,82_Best Company_EUR,Gold Fix,Super Trader,EUR,6400.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
82,Best Company_EUR,2023-02-18 19:43:00,83_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,6400.0,89.60000000000001,"INVOICE: deposit, Super Trader to EUR"
83,Best Company_EUR,2023-02-20 12:04:00,84_Best Company_EUR,Gold Fix,Super Trader,EUR,5400.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
84,Best Company_EUR,2023-02-20 12:06:00,85_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,5400.0,75.60000000000001,"INVOICE: deposit, Super Trader to EUR"
85,Best Company_EUR,2023-02-22 09:27:00,86_Best Company_EUR,Gold Fix,Super Trader,EUR,4200.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
86,Best Company_EUR,2023-02-22 09:29:00,87_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,4200.0,58.800000000000004,"INVOICE: deposit, Super Trader to EUR"
87,Best Company_EUR,2023-02-22 21:09:00,88_Best Company_EUR,Gold Fix,Mega Trade,EUR,3500.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
88,Best Company_EUR,2023-02-22 21:11:00,89_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,3500.0,49.0,"INVOICE: deposit, Mega Trade to EUR"
89,Best Company_EUR,2023-02-23 09:58:00,90_Best Company_EUR,Gold Fix,Super Trader,EUR,4800.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
90,Best Company_EUR,2023-02-23 10:00:00,91_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,4800.0,67.2,"INVOICE: deposit, Super Trader to EUR"
91,Best Company_EUR,2023-02-24 02:38:00,92_Best Company_EUR,Gold Fix,Mega Trade,EUR,3000.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
92,Best Company_EUR,2023-02-24 02:40:00,93_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,3000.0,42.0,"INVOICE: deposit, Mega Trade to EUR"
93,Best Company_EUR,2023-02-24 22:53:00,94_Best Company_EUR,Gold Fix,Mega Trade,EUR,4800.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
94,Best Company_EUR,2023-02-24 22:55:00,95_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,4800.0,67.2,"INVOICE: deposit, Mega Trade to EUR"
95,Best Company_EUR,2023-02-25 01:04:00,96_Best Company_EUR,Gold Fix,Super Trader,EUR,4800.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
96,Best Company_EUR,2023-02-25 01:06:00,97_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,4800.0,67.2,"INVOICE: deposit, Super Trader to EUR"
97,Best Company_EUR,2023-02-26 19:03:00,98_Best Company_EUR,Gold Fix,Super Trader,EUR,5600.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
98,Best Company_EUR,2023-02-26 19:05:00,99_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,5600.0,78.4,"INVOICE: deposit, Super Trader to EUR"
99,Best Company_EUR,2023-02-26 19:00:00,100_Best Company_EUR,Gold Fix,Proxima LTD,EUR,3600.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
100,Best Company_EUR,2023-02-26 19:02:00,101_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,3600.0,50.4,"INVOICE: deposit, Proxima LTD to EUR"
101,Best Company_EUR,2023-03-01 04:11:00,102_Best Company_EUR,Gold Fix,Super Trader,EUR,4000.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
102,Best Company_EUR,2023-03-01 04:13:00,103_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,4000.0,56.0,"INVOICE: deposit, Super Trader to EUR"
103,Best Company_EUR,2023-03-01 04:17:00,104_Best Company_EUR,Gold Fix,Proxima LTD,EUR,4200.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
104,Best Company_EUR,2023-03-01 04:19:00,105_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,4200.0,58.800000000000004,"INVOICE: deposit, Proxima LTD to EUR"
105,Best Company_EUR,2023-03-02 05:36:00,106_Best Company_EUR,Gold Fix,Proxima LTD,EUR,6400.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
106,Best Company_EUR,2023-03-02 05:38:00,107_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,6400.0,89.60000000000001,"INVOICE: deposit, Proxima LTD to EUR"
107,Best Company_EUR,2023-03-02 22:30:00,108_Best Company_EUR,Gold Fix,Super Trader,EUR,8000.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
108,Best Company_EUR,2023-03-02 22:32:00,109_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,8000.0,112.0,"INVOICE: deposit, Super Trader to EUR"
109,Best Company_EUR,2023-03-05 21:39:00,110_Best Company_EUR,Gold Fix,Mega Trade,EUR,4800.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
110,Best Company_EUR,2023-03-05 21:41:00,111_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,4800.0,67.2,"INVOICE: deposit, Mega Trade to EUR"
111,Best Company_EUR,2023-03-06 01:36:00,112_Best Company_EUR,Gold Fix,Super Trader,EUR,8000.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
112,Best Company_EUR,2023-03-06 01:38:00,113_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,8000.0,112.0,"INVOICE: deposit, Super Trader to EUR"
113,Best Company_EUR,2023-03-06 14:18:00,114_Best Company_EUR,Gold Fix,Proxima LTD,EUR,3500.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
114,Best Company_EUR,2023-03-06 14:20:00,115_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,3500.0,49.0,"INVOICE: deposit, Proxima LTD to EUR"
115,Best Company_EUR,2023-03-07 10:26:00,116_Best Company_EUR,Gold Fix,Mega Trade,EUR,5400.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
116,Best Company_EUR,2023-03-07 10:28:00,117_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,5400.0,75.60000000000001,"INVOICE: deposit, Mega Trade to EUR"
117,Best Company_EUR,2023-03-08 10:03:00,118_Best Company_EUR,Gold Fix,Proxima LTD,EUR,7000.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
118,Best Company_EUR,2023-03-08 10:05:00,119_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,7000.0,98.0,"INVOICE: deposit, Proxima LTD to EUR"
119,Best Company_EUR,2023-03-09 20:45:00,120_Best Company_EUR,Gold Fix,Mega Trade,EUR,6400.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
120,Best Company_EUR,2023-03-09 20:47:00,121_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,6400.0,89.60000000000001,"INVOICE: deposit, Mega Trade to EUR"
121,Best Company_EUR,2023-03-10 13:35:00,122_Best Company_EUR,Gold Fix,Super Trader,EUR,7200.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
122,Best Company_EUR,2023-03-10 13:37:00,123_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,7200.0,100.8,"INVOICE: deposit, Super Trader to EUR"
123,Best Company_EUR,2023-03-12 00:45:00,124_Best Company_EUR,Gold Fix,Proxima LTD,EUR,6400.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
124,Best Company_EUR,2023-03-12 00:47:00,125_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,6400.0,89.60000000000001,"INVOICE: deposit, Proxima LTD to EUR"
125,Best Company_EUR,2023-03-13 07:56:00,126_Best Company_EUR,Gold Fix,Mega Trade,EUR,5400.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
126,Best Company_EUR,2023-03-13 07:58:00,127_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,5400.0,75.60000000000001,"INVOICE: deposit, Mega Trade to EUR"
127,Best Company_EUR,2023-03-13 20:58:00,128_Best Company_EUR,Gold Fix,Super Trader,EUR,3000.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
128,Best Company_EUR,2023-03-13 21:00:00,129_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,3000.0,42.0,"INVOICE: deposit, Super Trader to EUR"
129,Best Company_EUR,2023-03-15 04:28:00,130_Best Company_EUR,Gold Fix,Mega Trade,EUR,8000.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
130,Best Company_EUR,2023-03-15 04:30:00,131_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,8000.0,112.0,"INVOICE: deposit, Mega Trade to EUR"
131,Best Company_EUR,2023-03-18 12:33:00,132_Best Company_EUR,Gold Fix,Proxima LTD,EUR,4000.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
132,Best Company_EUR,2023-03-18 12:35:00,133_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,4000.0,56.0,"INVOICE: deposit, Proxima LTD to EUR"
133,Best Company_EUR,2023-03-19 00:39:00,134_Best Company_EUR,Gold Fix,Super Trader,EUR,4800.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
134,Best Company_EUR,2023-03-19 00:41:00,135_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,4800.0,67.2,"INVOICE: deposit, Super Trader to EUR"
135,Best Company_EUR,2023-03-19 09:06:00,136_Best Company_EUR,Gold Fix,Proxima LTD,EUR,4200.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
136,Best Company_EUR,2023-03-19 09:08:00,137_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,4200.0,58.800000000000004,"INVOICE: deposit, Proxima LTD to EUR"
137,Best Company_EUR,2023-03-19 12:13:00,138_Best Company_EUR,Gold Fix,Mega Trade,EUR,4900.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
138,Best Company_EUR,2023-03-19 12:15:00,139_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,4900.0,68.60000000000001,"INVOICE: deposit, Mega Trade to EUR"
139,Best Company_EUR,2023-03-20 18:07:00,140_Best Company_EUR,Gold Fix,Super Trader,EUR,4800.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
140,Best Company_EUR,2023-03-20 18:09:00,141_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,4800.0,67.2,"INVOICE: deposit, Super Trader to EUR"
141,Best Company_EUR,2023-03-20 18:02:00,142_Best Company_EUR,Gold Fix,Proxima LTD,EUR,7200.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
142,Best Company_EUR,2023-03-20 18:04:00,143_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,7200.0,100.8,"INVOICE: deposit, Proxima LTD to EUR"
143,Best Company_EUR,2023-03-22 04:13:00,144_Best Company_EUR,Gold Fix,Super Trader,EUR,8000.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
144,Best Company_EUR,2023-03-22 04:15:00,145_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,8000.0,112.0,"INVOICE: deposit, Super Trader to EUR"
145,Best Company_EUR,2023-03-22 21:44:00,146_Best Company_EUR,Gold Fix,Proxima LTD,EUR,6000.0,0.0,0.0,"INVOICE: deposit, Proxima LTD to EUR"
146,Best Company_EUR,2023-03-22 21:46:00,147_Best Company_EUR,Gold Fix,Proxima LTD,EUR,0.0,6000.0,84.0,"INVOICE: deposit, Proxima LTD to EUR"
147,Best Company_EUR,2023-03-23 12:23:00,148_Best Company_EUR,Gold Fix,Mega Trade,EUR,4800.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
148,Best Company_EUR,2023-03-23 12:25:00,149_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,4800.0,67.2,"INVOICE: deposit, Mega Trade to EUR"
149,Best Company_EUR,2023-03-24 03:19:00,150_Best Company_EUR,Gold Fix,Super Trader,EUR,6300.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
150,Best Company_EUR,2023-03-24 03:21:00,151_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,6300.0,88.2,"INVOICE: deposit, Super Trader to EUR"
151,Best Company_EUR,2023-03-25 09:48:00,152_Best Company_EUR,Gold Fix,Mega Trade,EUR,8000.0,0.0,0.0,"INVOICE: deposit, Mega Trade to EUR"
152,Best Company_EUR,2023-03-25 09:50:00,153_Best Company_EUR,Gold Fix,Mega Trade,EUR,0.0,8000.0,112.0,"INVOICE: deposit, Mega Trade to EUR"
153,Best Company_EUR,2023-03-25 19:49:00,154_Best Company_EUR,Gold Fix,Super Trader,EUR,5400.0,0.0,0.0,"INVOICE: deposit, Super Trader to EUR"
154,Best Company_EUR,2023-03-25 19:51:00,155_Best Company_EUR,Gold Fix,Super Trader,EUR,0.0,5400.0,75.60000000000001,"INVOICE: deposit, Super Trader to EUR"
